Driver,Operation line,Alarm type,speed(km/h),Alarm start time,Alarm end time,Alarm duration,StartDate,MonthYear,WeekYear
21111.0,950,Harsh Braking,33,2024-03-17 23:59:17,2024-03-17 23:59:20,3,2024-03-17,03-2024,12-2024
34241.0,,Harsh Braking,14,2024-03-17 23:59:17,2024-03-17 23:59:20,3,2024-03-17,03-2024,12-2024
22058.0,960e,Sharp Cornering,33,2024-03-17 23:59:16,2024-03-17 23:59:21,5,2024-03-17,03-2024,12-2024
25670.0,991,Harsh Braking,15,2024-03-17 23:59:16,2024-03-17 23:59:19,3,2024-03-17,03-2024,12-2024
34241.0,,Forward Collision Warning,32,2024-03-17 23:59:16,2024-03-17 23:59:27,11,2024-03-17,03-2024,12-2024
22948.0,190,Forward Collision Warning,41,2024-03-17 23:59:10,2024-03-17 23:59:20,10,2024-03-17,03-2024,12-2024
34548.0,178,Harsh Braking,22,2024-03-17 23:59:08,2024-03-17 23:59:11,3,2024-03-17,03-2024,12-2024
63157.0,962,Harsh Acceleration,30,2024-03-17 23:59:08,2024-03-17 23:59:13,5,2024-03-17,03-2024,12-2024
33025.0,176,Harsh Braking,28,2024-03-17 23:59:07,2024-03-17 23:59:10,3,2024-03-17,03-2024,12-2024
68734.0,190,Harsh Braking,33,2024-03-17 23:59:07,2024-03-17 23:59:12,5,2024-03-17,03-2024,12-2024
20564.0,,Harsh Braking,25,2024-03-17 23:59:06,2024-03-17 23:59:09,3,2024-03-17,03-2024,12-2024
22678.0,,Fatigue Alert,60,2024-03-17 23:59:06,2024-03-17 23:59:14,8,2024-03-17,03-2024,12-2024
25254.0,61,Harsh Braking,15,2024-03-17 23:59:05,2024-03-17 23:59:09,4,2024-03-17,03-2024,12-2024
29391.0,,Yawn,55,2024-03-17 23:59:05,2024-03-17 23:59:17,12,2024-03-17,03-2024,12-2024
14649.0,972M,Fatigue Alert,54,2024-03-17 23:59:03,2024-03-17 23:59:10,7,2024-03-17,03-2024,12-2024
14133.0,,Yawn,59,2024-03-17 23:59:01,2024-03-17 23:59:10,9,2024-03-17,03-2024,12-2024
10444.0,950,Harsh Braking,10,2024-03-17 23:59:01,2024-03-17 23:59:05,4,2024-03-17,03-2024,12-2024
71521.0,,Harsh Braking,8,2024-03-17 23:59:00,2024-03-17 23:59:05,5,2024-03-17,03-2024,12-2024
15562.0,961M,Harsh Braking,1,2024-03-17 23:59:00,2024-03-17 23:59:04,4,2024-03-17,03-2024,12-2024
23306.0,302,Harsh Braking,3,2024-03-17 23:58:58,2024-03-17 23:59:01,3,2024-03-17,03-2024,12-2024
71521.0,,Harsh Braking,30,2024-03-17 23:58:56,2024-03-17 23:58:59,3,2024-03-17,03-2024,12-2024
10168.0,190,Harsh Braking,5,2024-03-17 23:58:55,2024-03-17 23:59:00,5,2024-03-17,03-2024,12-2024
22760.0,180,Harsh Braking,17,2024-03-17 23:58:55,2024-03-17 23:58:57,2,2024-03-17,03-2024,12-2024
21899.0,960,Harsh Braking,25,2024-03-17 23:58:54,2024-03-17 23:58:59,5,2024-03-17,03-2024,12-2024
21338.0,,Harsh Braking,12,2024-03-17 23:58:52,2024-03-17 23:58:55,3,2024-03-17,03-2024,12-2024
15599.0,67,Harsh Braking,23,2024-03-17 23:58:52,2024-03-17 23:58:56,4,2024-03-17,03-2024,12-2024
14649.0,972M,Fatigue Alert,54,2024-03-17 23:58:51,2024-03-17 23:58:58,7,2024-03-17,03-2024,12-2024
18925.0,961M,Harsh Braking,27,2024-03-17 23:58:48,2024-03-17 23:58:53,5,2024-03-17,03-2024,12-2024
63157.0,962,Harsh Braking,15,2024-03-17 23:58:47,2024-03-17 23:58:50,3,2024-03-17,03-2024,12-2024
36734.0,975C,Harsh Braking,37,2024-03-17 23:58:46,2024-03-17 23:58:51,5,2024-03-17,03-2024,12-2024
22108.0,991,Harsh Braking,0,2024-03-17 23:58:45,2024-03-17 23:58:48,3,2024-03-17,03-2024,12-2024
27206.0,190,Harsh Braking,14,2024-03-17 23:58:44,2024-03-17 23:58:47,3,2024-03-17,03-2024,12-2024
19262.0,190,Harsh Braking,3,2024-03-17 23:58:42,2024-03-17 23:58:44,2,2024-03-17,03-2024,12-2024
22444.0,61,Harsh Braking,25,2024-03-17 23:58:42,2024-03-17 23:58:46,4,2024-03-17,03-2024,12-2024
36681.0,176,Harsh Braking,34,2024-03-17 23:58:42,2024-03-17 23:58:49,7,2024-03-17,03-2024,12-2024
20617.0,912,Forward Collision Warning,21,2024-03-17 23:58:41,2024-03-17 23:58:46,5,2024-03-17,03-2024,12-2024
14649.0,972M,Fatigue Alert,54,2024-03-17 23:58:40,2024-03-17 23:58:47,7,2024-03-17,03-2024,12-2024
22678.0,,Fatigue Alert,60,2024-03-17 23:58:39,2024-03-17 23:58:46,7,2024-03-17,03-2024,12-2024
34432.0,178,Harsh Braking,35,2024-03-17 23:58:39,2024-03-17 23:58:47,8,2024-03-17,03-2024,12-2024
35046.0,975C,Headway Monitoring Alert,48,2024-03-17 23:58:37,2024-03-17 23:58:42,5,2024-03-17,03-2024,12-2024
21338.0,,Sharp Cornering,53,2024-03-17 23:58:37,2024-03-17 23:58:42,5,2024-03-17,03-2024,12-2024
66120.0,961M,Harsh Braking,8,2024-03-17 23:58:37,2024-03-17 23:58:40,3,2024-03-17,03-2024,12-2024
72848.0,972M,Harsh Braking,3,2024-03-17 23:58:37,2024-03-17 23:58:40,3,2024-03-17,03-2024,12-2024
21115.0,,Harsh Braking,21,2024-03-17 23:58:36,2024-03-17 23:58:40,4,2024-03-17,03-2024,12-2024
35045.0,,Forward Collision Warning,23,2024-03-17 23:58:35,2024-03-17 23:58:42,7,2024-03-17,03-2024,12-2024
34784.0,911,Harsh Braking,10,2024-03-17 23:58:35,2024-03-17 23:58:40,5,2024-03-17,03-2024,12-2024
31831.0,,Yawn,60,2024-03-17 23:58:34,2024-03-17 23:58:43,9,2024-03-17,03-2024,12-2024
34548.0,178,Harsh Braking,34,2024-03-17 23:58:34,2024-03-17 23:58:39,5,2024-03-17,03-2024,12-2024
32124.0,961M,Harsh Braking,29,2024-03-17 23:58:34,2024-03-17 23:58:41,7,2024-03-17,03-2024,12-2024
67235.0,172,Harsh Braking,18,2024-03-17 23:58:33,2024-03-17 23:58:37,4,2024-03-17,03-2024,12-2024
31829.0,961M,Harsh Braking,23,2024-03-17 23:58:32,2024-03-17 23:58:39,7,2024-03-17,03-2024,12-2024
22530.0,975,Harsh Braking,22,2024-03-17 23:58:32,2024-03-17 23:58:36,4,2024-03-17,03-2024,12-2024
34961.0,,Harsh Braking,19,2024-03-17 23:58:31,2024-03-17 23:58:36,5,2024-03-17,03-2024,12-2024
15562.0,961M,Harsh Braking,19,2024-03-17 23:58:31,2024-03-17 23:58:35,4,2024-03-17,03-2024,12-2024
21338.0,,Sharp Cornering,53,2024-03-17 23:58:28,2024-03-17 23:58:31,3,2024-03-17,03-2024,12-2024
73855.0,302,Harsh Braking,8,2024-03-17 23:58:27,2024-03-17 23:58:29,2,2024-03-17,03-2024,12-2024
13336.0,190,Harsh Braking,8,2024-03-17 23:58:26,2024-03-17 23:58:31,5,2024-03-17,03-2024,12-2024
20023.0,61,Harsh Braking,17,2024-03-17 23:58:26,2024-03-17 23:58:30,4,2024-03-17,03-2024,12-2024
24592.0,,Harsh Braking,20,2024-03-17 23:58:25,2024-03-17 23:58:28,3,2024-03-17,03-2024,12-2024
24011.0,901M,Harsh Braking,24,2024-03-17 23:58:24,2024-03-17 23:58:27,3,2024-03-17,03-2024,12-2024
21811.0,61,Harsh Braking,2,2024-03-17 23:58:24,2024-03-17 23:58:27,3,2024-03-17,03-2024,12-2024
67620.0,,Harsh Braking,22,2024-03-17 23:58:23,2024-03-17 23:58:27,4,2024-03-17,03-2024,12-2024
71634.0,61,Harsh Braking,3,2024-03-17 23:58:23,2024-03-17 23:58:27,4,2024-03-17,03-2024,12-2024
36574.0,178,Harsh Braking,8,2024-03-17 23:58:22,2024-03-17 23:58:25,3,2024-03-17,03-2024,12-2024
31467.0,912B,Harsh Acceleration,36,2024-03-17 23:58:22,2024-03-17 23:58:26,4,2024-03-17,03-2024,12-2024
29810.0,,Harsh Acceleration,53,2024-03-17 23:58:22,2024-03-17 23:58:26,4,2024-03-17,03-2024,12-2024
23743.0,,Headway Monitoring Alert,58,2024-03-17 23:58:22,2024-03-17 23:58:27,5,2024-03-17,03-2024,12-2024
67565.0,962,Harsh Braking,3,2024-03-17 23:58:21,2024-03-17 23:58:24,3,2024-03-17,03-2024,12-2024
34784.0,911,Harsh Acceleration,29,2024-03-17 23:58:20,2024-03-17 23:58:24,4,2024-03-17,03-2024,12-2024
68956.0,972M,Harsh Acceleration,29,2024-03-17 23:58:19,2024-03-17 23:58:21,2,2024-03-17,03-2024,12-2024
21338.0,,Sharp Cornering,53,2024-03-17 23:58:19,2024-03-17 23:58:24,5,2024-03-17,03-2024,12-2024
30198.0,67,Harsh Braking,2,2024-03-17 23:58:19,2024-03-17 23:58:22,3,2024-03-17,03-2024,12-2024
21811.0,61,Forward Collision Warning,34,2024-03-17 23:58:17,2024-03-17 23:58:27,10,2024-03-17,03-2024,12-2024
74672.0,983,Harsh Braking,14,2024-03-17 23:58:17,2024-03-17 23:58:20,3,2024-03-17,03-2024,12-2024
36574.0,178,Forward Collision Warning,22,2024-03-17 23:58:16,2024-03-17 23:58:25,9,2024-03-17,03-2024,12-2024
34241.0,,Harsh Braking,24,2024-03-17 23:58:16,2024-03-17 23:58:20,4,2024-03-17,03-2024,12-2024
32691.0,961M,Harsh Braking,23,2024-03-17 23:58:14,2024-03-17 23:58:19,5,2024-03-17,03-2024,12-2024
23778.0,172,Headway Monitoring Alert,57,2024-03-17 23:58:14,2024-03-17 23:58:22,8,2024-03-17,03-2024,12-2024
72836.0,110,Harsh Acceleration,52,2024-03-17 23:58:14,2024-03-17 23:58:24,10,2024-03-17,03-2024,12-2024
24450.0,900,Harsh Braking,32,2024-03-17 23:58:13,2024-03-17 23:58:16,3,2024-03-17,03-2024,12-2024
24450.0,900,Forward Collision Warning,32,2024-03-17 23:58:13,2024-03-17 23:58:20,7,2024-03-17,03-2024,12-2024
67689.0,983,Harsh Braking,2,2024-03-17 23:58:12,2024-03-17 23:58:14,2,2024-03-17,03-2024,12-2024
24072.0,176,Harsh Braking,7,2024-03-17 23:58:12,2024-03-17 23:58:15,3,2024-03-17,03-2024,12-2024
19125.0,912A,Harsh Braking,19,2024-03-17 23:58:11,2024-03-17 23:58:15,4,2024-03-17,03-2024,12-2024
20823.0,,Harsh Braking,12,2024-03-17 23:58:10,2024-03-17 23:58:14,4,2024-03-17,03-2024,12-2024
23867.0,970,Harsh Acceleration,28,2024-03-17 23:58:10,2024-03-17 23:58:14,4,2024-03-17,03-2024,12-2024
24072.0,176,Pedestrian Collision Alert,24,2024-03-17 23:58:09,2024-03-17 23:58:15,6,2024-03-17,03-2024,12-2024
23764.0,950,Yawn,36,2024-03-17 23:58:08,2024-03-17 23:58:16,8,2024-03-17,03-2024,12-2024
22453.0,961M,Harsh Braking,12,2024-03-17 23:58:08,2024-03-17 23:58:11,3,2024-03-17,03-2024,12-2024
51171.0,,Harsh Braking,25,2024-03-17 23:58:07,2024-03-17 23:58:10,3,2024-03-17,03-2024,12-2024
25490.0,61,Harsh Braking,15,2024-03-17 23:58:07,2024-03-17 23:58:12,5,2024-03-17,03-2024,12-2024
20823.0,,Forward Collision Warning,29,2024-03-17 23:58:07,2024-03-17 23:58:13,6,2024-03-17,03-2024,12-2024
22453.0,961M,Forward Collision Warning,30,2024-03-17 23:58:06,2024-03-17 23:58:11,5,2024-03-17,03-2024,12-2024
51171.0,,Harsh Acceleration,25,2024-03-17 23:58:06,2024-03-17 23:58:07,1,2024-03-17,03-2024,12-2024
34536.0,187,Harsh Braking,14,2024-03-17 23:58:06,2024-03-17 23:58:09,3,2024-03-17,03-2024,12-2024
72836.0,110,Harsh Acceleration,53,2024-03-17 23:58:06,2024-03-17 23:58:13,7,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Acceleration,49,2024-03-17 23:58:04,2024-03-17 23:58:07,3,2024-03-17,03-2024,12-2024
20655.0,960,Harsh Braking,22,2024-03-17 23:58:04,2024-03-17 23:58:08,4,2024-03-17,03-2024,12-2024
30198.0,67,Harsh Braking,34,2024-03-17 23:58:03,2024-03-17 23:58:08,5,2024-03-17,03-2024,12-2024
31467.0,912B,Harsh Braking,15,2024-03-17 23:58:02,2024-03-17 23:58:06,4,2024-03-17,03-2024,12-2024
22534.0,960,Forward Collision Warning,34,2024-03-17 23:58:01,2024-03-17 23:58:07,6,2024-03-17,03-2024,12-2024
22444.0,61,Harsh Braking,5,2024-03-17 23:58:01,2024-03-17 23:58:05,4,2024-03-17,03-2024,12-2024
21338.0,,Sharp Cornering,53,2024-03-17 23:58:00,2024-03-17 23:58:03,3,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,2,2024-03-17 23:57:59,2024-03-17 23:58:03,4,2024-03-17,03-2024,12-2024
20627.0,67,Forward Collision Warning,30,2024-03-17 23:57:56,2024-03-17 23:58:03,7,2024-03-17,03-2024,12-2024
23764.0,950,Harsh Braking,9,2024-03-17 23:57:53,2024-03-17 23:57:58,5,2024-03-17,03-2024,12-2024
29846.0,975,Harsh Braking,21,2024-03-17 23:57:53,2024-03-17 23:58:01,8,2024-03-17,03-2024,12-2024
19262.0,190,Harsh Braking,10,2024-03-17 23:57:53,2024-03-17 23:57:56,3,2024-03-17,03-2024,12-2024
36574.0,178,Harsh Braking,16,2024-03-17 23:57:52,2024-03-17 23:57:55,3,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,50,2024-03-17 23:57:52,2024-03-17 23:57:54,2,2024-03-17,03-2024,12-2024
36734.0,975C,Harsh Braking,20,2024-03-17 23:57:52,2024-03-17 23:57:54,2,2024-03-17,03-2024,12-2024
23778.0,172,Headway Monitoring Alert,63,2024-03-17 23:57:51,2024-03-17 23:57:56,5,2024-03-17,03-2024,12-2024
36853.0,901,Yawn,29,2024-03-17 23:57:51,2024-03-17 23:58:01,10,2024-03-17,03-2024,12-2024
22060.0,913,Harsh Braking,6,2024-03-17 23:57:50,2024-03-17 23:57:52,2,2024-03-17,03-2024,12-2024
10168.0,190,Harsh Braking,0,2024-03-17 23:57:50,2024-03-17 23:57:53,3,2024-03-17,03-2024,12-2024
22953.0,960,Harsh Braking,19,2024-03-17 23:57:49,2024-03-17 23:57:53,4,2024-03-17,03-2024,12-2024
21338.0,,Harsh Acceleration,53,2024-03-17 23:57:48,2024-03-17 23:57:50,2,2024-03-17,03-2024,12-2024
15562.0,961M,Sharp Cornering,38,2024-03-17 23:57:47,2024-03-17 23:57:51,4,2024-03-17,03-2024,12-2024
32698.0,67,Harsh Acceleration,32,2024-03-17 23:57:46,2024-03-17 23:57:49,3,2024-03-17,03-2024,12-2024
19262.0,190,Harsh Braking,41,2024-03-17 23:57:43,2024-03-17 23:57:45,2,2024-03-17,03-2024,12-2024
33025.0,176,Harsh Acceleration,29,2024-03-17 23:57:43,2024-03-17 23:57:48,5,2024-03-17,03-2024,12-2024
20847.0,,Headway Monitoring Alert,57,2024-03-17 23:57:43,2024-03-17 23:57:47,4,2024-03-17,03-2024,12-2024
20494.0,187,Harsh Braking,1,2024-03-17 23:57:42,2024-03-17 23:57:45,3,2024-03-17,03-2024,12-2024
23742.0,979,Harsh Acceleration,62,2024-03-17 23:57:42,2024-03-17 23:57:45,3,2024-03-17,03-2024,12-2024
24011.0,901M,Harsh Braking,17,2024-03-17 23:57:41,2024-03-17 23:57:44,3,2024-03-17,03-2024,12-2024
11234.0,184,Harsh Braking,17,2024-03-17 23:57:40,2024-03-17 23:57:42,2,2024-03-17,03-2024,12-2024
67565.0,962,Forward Collision Warning,26,2024-03-17 23:57:39,2024-03-17 23:57:46,7,2024-03-17,03-2024,12-2024
15714.0,912B,Harsh Braking,4,2024-03-17 23:57:39,2024-03-17 23:57:41,2,2024-03-17,03-2024,12-2024
32698.0,67,Harsh Braking,12,2024-03-17 23:57:38,2024-03-17 23:57:42,4,2024-03-17,03-2024,12-2024
21811.0,61,Forward Collision Warning,20,2024-03-17 23:57:37,2024-03-17 23:57:41,4,2024-03-17,03-2024,12-2024
20494.0,187,Harsh Braking,26,2024-03-17 23:57:36,2024-03-17 23:57:40,4,2024-03-17,03-2024,12-2024
19125.0,912A,Harsh Braking,18,2024-03-17 23:57:34,2024-03-17 23:57:38,4,2024-03-17,03-2024,12-2024
14649.0,972M,Fatigue Alert,57,2024-03-17 23:57:33,2024-03-17 23:57:40,7,2024-03-17,03-2024,12-2024
26815.0,307,Harsh Braking,19,2024-03-17 23:57:33,2024-03-17 23:57:38,5,2024-03-17,03-2024,12-2024
20494.0,187,Forward Collision Warning,46,2024-03-17 23:57:33,2024-03-17 23:57:44,11,2024-03-17,03-2024,12-2024
67919.0,903,Harsh Acceleration,32,2024-03-17 23:57:33,2024-03-17 23:57:38,5,2024-03-17,03-2024,12-2024
27943.0,983,Forward Collision Warning,42,2024-03-17 23:57:32,2024-03-17 23:57:46,14,2024-03-17,03-2024,12-2024
14986.0,912B,Harsh Braking,8,2024-03-17 23:57:32,2024-03-17 23:57:35,3,2024-03-17,03-2024,12-2024
30645.0,961M,Harsh Braking,2,2024-03-17 23:57:32,2024-03-17 23:57:35,3,2024-03-17,03-2024,12-2024
21405.0,911,Harsh Braking,2,2024-03-17 23:57:31,2024-03-17 23:57:36,5,2024-03-17,03-2024,12-2024
23315.0,187,Harsh Braking,16,2024-03-17 23:57:30,2024-03-17 23:57:34,4,2024-03-17,03-2024,12-2024
73818.0,302,Yawn,55,2024-03-17 23:57:25,2024-03-17 23:57:33,8,2024-03-17,03-2024,12-2024
24011.0,901M,Sharp Cornering,46,2024-03-17 23:57:24,2024-03-17 23:57:29,5,2024-03-17,03-2024,12-2024
21811.0,61,Forward Collision Warning,29,2024-03-17 23:57:21,2024-03-17 23:57:26,5,2024-03-17,03-2024,12-2024
24185.0,973,Harsh Braking,4,2024-03-17 23:57:20,2024-03-17 23:57:25,5,2024-03-17,03-2024,12-2024
72836.0,110,Harsh Acceleration,56,2024-03-17 23:57:20,2024-03-17 23:57:25,5,2024-03-17,03-2024,12-2024
22108.0,991,Harsh Braking,21,2024-03-17 23:57:20,2024-03-17 23:57:23,3,2024-03-17,03-2024,12-2024
32698.0,67,Pedestrian Collision Alert,34,2024-03-17 23:57:19,2024-03-17 23:57:31,12,2024-03-17,03-2024,12-2024
22678.0,,Fatigue Alert,60,2024-03-17 23:57:19,2024-03-17 23:57:27,8,2024-03-17,03-2024,12-2024
22058.0,960e,Forward Collision Warning,21,2024-03-17 23:57:19,2024-03-17 23:57:24,5,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,1,2024-03-17 23:57:18,2024-03-17 23:57:20,2,2024-03-17,03-2024,12-2024
34881.0,75,Harsh Braking,22,2024-03-17 23:57:18,2024-03-17 23:57:23,5,2024-03-17,03-2024,12-2024
22274.0,184,Harsh Braking,19,2024-03-17 23:57:17,2024-03-17 23:57:20,3,2024-03-17,03-2024,12-2024
34793.0,178,Harsh Braking,2,2024-03-17 23:57:16,2024-03-17 23:57:20,4,2024-03-17,03-2024,12-2024
73855.0,302,Yawn,21,2024-03-17 23:57:14,2024-03-17 23:57:22,8,2024-03-17,03-2024,12-2024
21899.0,960,Harsh Braking,16,2024-03-17 23:57:14,2024-03-17 23:57:18,4,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,3,2024-03-17 23:57:14,2024-03-17 23:57:17,3,2024-03-17,03-2024,12-2024
22534.0,960,Harsh Braking,10,2024-03-17 23:57:13,2024-03-17 23:57:18,5,2024-03-17,03-2024,12-2024
25490.0,61,Forward Collision Warning,24,2024-03-17 23:57:13,2024-03-17 23:57:21,8,2024-03-17,03-2024,12-2024
21338.0,,Harsh Braking,23,2024-03-17 23:57:12,2024-03-17 23:57:17,5,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Acceleration,47,2024-03-17 23:57:12,2024-03-17 23:57:14,2,2024-03-17,03-2024,12-2024
14133.0,,Yawn,59,2024-03-17 23:57:11,2024-03-17 23:57:20,9,2024-03-17,03-2024,12-2024
21811.0,61,Harsh Braking,37,2024-03-17 23:57:10,2024-03-17 23:57:15,5,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,4,2024-03-17 23:57:09,2024-03-17 23:57:12,3,2024-03-17,03-2024,12-2024
23315.0,187,Harsh Acceleration,25,2024-03-17 23:57:09,2024-03-17 23:57:13,4,2024-03-17,03-2024,12-2024
28756.0,920,Harsh Braking,18,2024-03-17 23:57:08,2024-03-17 23:57:12,4,2024-03-17,03-2024,12-2024
15575.0,190,Harsh Braking,21,2024-03-17 23:57:07,2024-03-17 23:57:11,4,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Acceleration,48,2024-03-17 23:57:06,2024-03-17 23:57:09,3,2024-03-17,03-2024,12-2024
21199.0,911,Yawn,35,2024-03-17 23:57:05,2024-03-17 23:57:15,10,2024-03-17,03-2024,12-2024
19125.0,912A,Harsh Braking,13,2024-03-17 23:57:04,2024-03-17 23:57:08,4,2024-03-17,03-2024,12-2024
15575.0,190,Pedestrian Collision Alert,40,2024-03-17 23:57:04,2024-03-17 23:57:11,7,2024-03-17,03-2024,12-2024
72094.0,972,Harsh Braking,22,2024-03-17 23:57:04,2024-03-17 23:57:08,4,2024-03-17,03-2024,12-2024
34326.0,178,Harsh Braking,29,2024-03-17 23:57:03,2024-03-17 23:57:08,5,2024-03-17,03-2024,12-2024
23778.0,172,Forward Collision Warning,34,2024-03-17 23:57:03,2024-03-17 23:57:09,6,2024-03-17,03-2024,12-2024
67919.0,903,Harsh Braking,1,2024-03-17 23:57:02,2024-03-17 23:57:05,3,2024-03-17,03-2024,12-2024
14649.0,972M,Fatigue Alert,58,2024-03-17 23:57:00,2024-03-17 23:57:08,8,2024-03-17,03-2024,12-2024
19262.0,190,Harsh Acceleration,51,2024-03-17 23:57:00,2024-03-17 23:57:03,3,2024-03-17,03-2024,12-2024
22678.0,,Fatigue Alert,59,2024-03-17 23:57:00,2024-03-17 23:57:07,7,2024-03-17,03-2024,12-2024
24072.0,176,Harsh Braking,21,2024-03-17 23:57:00,2024-03-17 23:57:02,2,2024-03-17,03-2024,12-2024
23892.0,61,Harsh Braking,33,2024-03-17 23:56:59,2024-03-17 23:57:04,5,2024-03-17,03-2024,12-2024
33025.0,176,Pedestrian Collision Alert,26,2024-03-17 23:56:58,2024-03-17 23:57:04,6,2024-03-17,03-2024,12-2024
36681.0,176,Harsh Braking,6,2024-03-17 23:56:58,2024-03-17 23:57:01,3,2024-03-17,03-2024,12-2024
21998.0,922,Harsh Braking,17,2024-03-17 23:56:56,2024-03-17 23:56:59,3,2024-03-17,03-2024,12-2024
73660.0,110,Forward Collision Warning,29,2024-03-17 23:56:56,2024-03-17 23:57:03,7,2024-03-17,03-2024,12-2024
22453.0,961M,Harsh Braking,26,2024-03-17 23:56:55,2024-03-17 23:57:00,5,2024-03-17,03-2024,12-2024
67235.0,172,Forward Collision Warning,23,2024-03-17 23:56:54,2024-03-17 23:57:01,7,2024-03-17,03-2024,12-2024
30788.0,301,Harsh Acceleration,30,2024-03-17 23:56:53,2024-03-17 23:56:58,5,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,15,2024-03-17 23:56:52,2024-03-17 23:56:55,3,2024-03-17,03-2024,12-2024
21405.0,911,Harsh Braking,6,2024-03-17 23:56:52,2024-03-17 23:56:56,4,2024-03-17,03-2024,12-2024
21213.0,110,Harsh Braking,10,2024-03-17 23:56:52,2024-03-17 23:56:56,4,2024-03-17,03-2024,12-2024
35452.0,911,Harsh Braking,11,2024-03-17 23:56:52,2024-03-17 23:56:57,5,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Acceleration,16,2024-03-17 23:56:51,2024-03-17 23:56:52,1,2024-03-17,03-2024,12-2024
35452.0,911,Pedestrian Collision Alert,26,2024-03-17 23:56:51,2024-03-17 23:56:57,6,2024-03-17,03-2024,12-2024
36681.0,176,Harsh Braking,34,2024-03-17 23:56:51,2024-03-17 23:56:54,3,2024-03-17,03-2024,12-2024
21338.0,,Harsh Acceleration,42,2024-03-17 23:56:50,2024-03-17 23:56:54,4,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,46,2024-03-17 23:56:50,2024-03-17 23:56:51,1,2024-03-17,03-2024,12-2024
21362.0,61,Harsh Braking,8,2024-03-17 23:56:50,2024-03-17 23:56:53,3,2024-03-17,03-2024,12-2024
67919.0,903,Harsh Braking,23,2024-03-17 23:56:50,2024-03-17 23:56:53,3,2024-03-17,03-2024,12-2024
36734.0,975C,Harsh Braking,9,2024-03-17 23:56:48,2024-03-17 23:56:53,5,2024-03-17,03-2024,12-2024
67919.0,903,Sharp Cornering,46,2024-03-17 23:56:48,2024-03-17 23:56:52,4,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Acceleration,21,2024-03-17 23:56:47,2024-03-17 23:56:50,3,2024-03-17,03-2024,12-2024
20353.0,61,Harsh Braking,19,2024-03-17 23:56:46,2024-03-17 23:56:50,4,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Braking,22,2024-03-17 23:56:44,2024-03-17 23:56:47,3,2024-03-17,03-2024,12-2024
25490.0,61,Forward Collision Warning,23,2024-03-17 23:56:43,2024-03-17 23:56:49,6,2024-03-17,03-2024,12-2024
22865.0,176,Harsh Braking,27,2024-03-17 23:56:42,2024-03-17 23:56:44,2,2024-03-17,03-2024,12-2024
71599.0,960,Harsh Acceleration,41,2024-03-17 23:56:42,2024-03-17 23:56:44,2,2024-03-17,03-2024,12-2024
11689.0,180,Harsh Braking,17,2024-03-17 23:56:41,2024-03-17 23:56:44,3,2024-03-17,03-2024,12-2024
67620.0,,Harsh Braking,11,2024-03-17 23:56:41,2024-03-17 23:56:46,5,2024-03-17,03-2024,12-2024
21034.0,188,Harsh Acceleration,48,2024-03-17 23:56:39,2024-03-17 23:56:42,3,2024-03-17,03-2024,12-2024
22953.0,960,Harsh Acceleration,37,2024-03-17 23:56:38,2024-03-17 23:56:41,3,2024-03-17,03-2024,12-2024
30788.0,301,Harsh Braking,6,2024-03-17 23:56:38,2024-03-17 23:56:40,2,2024-03-17,03-2024,12-2024
15575.0,190,Harsh Braking,5,2024-03-17 23:56:36,2024-03-17 23:56:41,5,2024-03-17,03-2024,12-2024
15599.0,67,Harsh Braking,26,2024-03-17 23:56:35,2024-03-17 23:56:39,4,2024-03-17,03-2024,12-2024
73748.0,913,Harsh Braking,17,2024-03-17 23:56:35,2024-03-17 23:56:38,3,2024-03-17,03-2024,12-2024
35089.0,976,Harsh Braking,10,2024-03-17 23:56:33,2024-03-17 23:56:38,5,2024-03-17,03-2024,12-2024
34536.0,187,Harsh Acceleration,42,2024-03-17 23:56:33,2024-03-17 23:56:38,5,2024-03-17,03-2024,12-2024
26815.0,307,Forward Collision Warning,25,2024-03-17 23:56:32,2024-03-17 23:56:38,6,2024-03-17,03-2024,12-2024
15575.0,190,Harsh Braking,27,2024-03-17 23:56:32,2024-03-17 23:56:35,3,2024-03-17,03-2024,12-2024
21115.0,,Headway Monitoring Alert,46,2024-03-17 23:56:31,2024-03-17 23:56:44,13,2024-03-17,03-2024,12-2024
22948.0,190,Harsh Braking,7,2024-03-17 23:56:31,2024-03-17 23:56:35,4,2024-03-17,03-2024,12-2024
67235.0,172,Harsh Braking,5,2024-03-17 23:56:30,2024-03-17 23:56:34,4,2024-03-17,03-2024,12-2024
71634.0,61,Harsh Braking,17,2024-03-17 23:56:30,2024-03-17 23:56:34,4,2024-03-17,03-2024,12-2024
